product_id,product_name,category,price,stock_quantity
419,Product 419,Books,490.4,201
420,Product 420,Home,430.9,919
421,Product 421,Clothing,447.09,250
422,Product 422,Beauty,222.14,50
423,Product 423,Books,20.03,559
424,Product 424,Electronics,161.25,179
425,Product 425,Books,468.7,915
426,Product 426,Electronics,136.07,370
427,Product 427,Beauty,83.64,335
428,Product 428,Beauty,316.85,328
429,Product 429,Beauty,328.19,177
430,Product 430,Clothing,330.43,251
431,Product 431,Beauty,377.13,889
432,Product 432,Electronics,20.53,210
433,Product 433,Beauty,247.18,253
434,Product 434,Clothing,396.87,24
435,Product 435,Clothing,381.82,422
436,Product 436,Clothing,351.79,502
437,Product 437,Books,320.66,991
438,Product 438,Beauty,270.43,367
439,Product 439,Clothing,366.37,523
440,Product 440,Beauty,237.03,542
441,Product 441,Electronics,93.28,769
442,Product 442,Home,365.16,846
443,Product 443,Clothing,311.93,233
444,Product 444,Clothing,329.54,839
445,Product 445,Electronics,159.31,119
446,Product 446,Books,137.8,350
447,Product 447,Electronics,157.93,924
448,Product 448,Beauty,434.27,535
449,Product 449,Electronics,20.85,308
450,Product 450,Electronics,66.72,424
451,Product 451,Books,126.12,333
452,Product 452,Home,479.57,256
453,Product 453,Beauty,457.94,46
454,Product 454,Books,333.5,239
455,Product 455,Electronics,197.19,163
456,Product 456,Home,24.97,896
457,Product 457,Electronics,127.37,973
458,Product 458,Home,223.29,130
459,Product 459,Books,100.66,41
460,Product 460,Beauty,132.95,773
461,Product 461,Clothing,280.2,977
462,Product 462,Electronics,223.0,532
463,Product 463,Clothing,316.73,20
464,Product 464,Books,493.93,302
465,Product 465,Home,143.99,431
466,Product 466,Clothing,313.43,801
467,Product 467,Beauty,34.95,119
468,Product 468,Beauty,484.27,299
469,Product 469,Beauty,325.98,701
470,Product 470,Beauty,152.48,174
471,Product 471,Home,54.51,535
472,Product 472,Home,31.87,784
473,Product 473,Electronics,29.75,970
474,Product 474,Home,135.32,916
475,Product 475,Home,53.38,467
476,Product 476,Books,490.5,569
477,Product 477,Clothing,409.25,232
478,Product 478,Home,328.17,636
479,Product 479,Electronics,194.24,84
480,Product 480,Home,128.64,75
481,Product 481,Beauty,171.28,722
482,Product 482,Books,291.12,592
483,Product 483,Home,273.41,682
484,Product 484,Home,204.74,431
485,Product 485,Books,352.43,387
486,Product 486,Home,83.95,127
487,Product 487,Clothing,15.51,517
488,Product 488,Beauty,36.15,971
489,Product 489,Electronics,51.55,815
490,Product 490,Clothing,477.05,377
491,Product 491,Books,156.88,227
492,Product 492,Clothing,374.82,139
493,Product 493,Home,470.01,151
494,Product 494,Beauty,206.72,871
495,Product 495,Beauty,40.07,213
496,Product 496,Home,460.45,567
497,Product 497,Home,362.75,770
498,Product 498,Clothing,244.32,969
499,Product 499,Clothing,488.71,329
500,Product 500,Home,145.14,954
501,Product 501,Home,83.22,453
502,Product 502,Beauty,265.21,59
503,Product 503,Beauty,314.4,769
504,Product 504,Clothing,422.82,817
505,Product 505,Electronics,182.59,708
506,Product 506,Books,453.7,352
507,Product 507,Home,493.51,783
508,Product 508,Home,97.92,533
509,Product 509,Books,61.49,717
510,Product 510,Beauty,465.78,888
511,Product 511,Home,241.35,199
512,Product 512,Electronics,181.71,74
513,Product 513,Beauty,309.46,580
514,Product 514,Home,150.56,59
515,Product 515,Electronics,114.83,497
516,Product 516,Electronics,356.66,771
517,Product 517,Home,154.93,820
518,Product 518,Beauty,341.05,999
519,Product 519,Home,446.34,306
520,Product 520,Home,91.03,197
521,Product 521,Electronics,178.73,653
522,Product 522,Home,199.43,581
523,Product 523,Electronics,127.84,212
524,Product 524,Beauty,40.37,860
525,Product 525,Electronics,94.18,486
526,Product 526,Electronics,216.44,504
527,Product 527,Clothing,395.25,178
528,Product 528,Books,454.85,363
529,Product 529,Electronics,222.75,277
530,Product 530,Beauty,362.77,945
531,Product 531,Beauty,346.22,989
532,Product 532,Electronics,115.9,873
533,Product 533,Home,206.77,281
534,Product 534,Electronics,167.84,157
535,Product 535,Clothing,286.02,528
536,Product 536,Clothing,409.12,359
537,Product 537,Electronics,333.54,585
538,Product 538,Home,356.86,997
539,Product 539,Books,122.25,332
540,Product 540,Beauty,32.44,567
541,Product 541,Electronics,162.09,640
542,Product 542,Beauty,366.84,854
543,Product 543,Clothing,13.06,626
544,Product 544,Electronics,260.84,965
545,Product 545,Electronics,342.03,8
546,Product 546,Clothing,161.54,287
547,Product 547,Clothing,330.91,993
548,Product 548,Clothing,372.08,804
549,Product 549,Beauty,179.17,379
550,Product 550,Beauty,166.14,376
551,Product 551,Clothing,278.71,162
552,Product 552,Books,5.26,82
553,Product 553,Books,54.2,95
554,Product 554,Books,487.3,266
555,Product 555,Beauty,451.38,667
556,Product 556,Books,163.33,798
557,Product 557,Beauty,115.54,266
558,Product 558,Clothing,48.23,849
559,Product 559,Clothing,149.18,882
560,Product 560,Beauty,43.63,828
561,Product 561,Beauty,481.29,156
562,Product 562,Books,377.22,650
563,Product 563,Books,294.19,54
564,Product 564,Clothing,321.55,48
565,Product 565,Beauty,400.08,432
566,Product 566,Books,111.02,985
567,Product 567,Clothing,429.13,198
568,Product 568,Books,438.12,658
569,Product 569,Home,396.43,857
570,Product 570,Electronics,372.18,252
571,Product 571,Electronics,270.35,620
572,Product 572,Clothing,272.26,867
573,Product 573,Books,101.71,409
574,Product 574,Books,48.13,358
575,Product 575,Electronics,10.31,686
576,Product 576,Beauty,274.47,587
577,Product 577,Home,238.24,484
578,Product 578,Beauty,55.96,825
579,Product 579,Electronics,21.86,23
580,Product 580,Home,204.81,390
581,Product 581,Beauty,460.0,492
582,Product 582,Home,230.91,527
583,Product 583,Home,230.13,539
584,Product 584,Electronics,249.79,941
585,Product 585,Books,445.94,587
586,Product 586,Home,474.06,70
587,Product 587,Clothing,415.61,449
588,Product 588,Electronics,179.8,952
589,Product 589,Beauty,439.27,707
590,Product 590,Beauty,262.46,883
591,Product 591,Home,111.43,957
592,Product 592,Beauty,71.08,979
593,Product 593,Books,490.82,877
594,Product 594,Beauty,163.97,854
595,Product 595,Books,55.24,405
596,Product 596,Books,161.12,607
597,Product 597,Electronics,377.82,162
598,Product 598,Electronics,180.69,636
599,Product 599,Home,219.55,997
600,Product 600,Electronics,375.16,256
601,Product 601,Books,378.2,916
602,Product 602,Clothing,216.14,491
603,Product 603,Clothing,251.39,37
604,Product 604,Clothing,264.67,481
605,Product 605,Beauty,292.0,99
606,Product 606,Home,206.74,718
607,Product 607,Clothing,405.09,859
608,Product 608,Electronics,310.54,87
609,Product 609,Books,448.99,643
610,Product 610,Beauty,38.42,583
611,Product 611,Books,335.41,544
612,Product 612,Beauty,267.16,964
613,Product 613,Electronics,54.32,135
614,Product 614,Electronics,229.75,132
615,Product 615,Home,318.19,144
616,Product 616,Electronics,186.42,347
617,Product 617,Beauty,236.07,475
618,Product 618,Electronics,309.08,162
619,Product 619,Clothing,171.95,73
620,Product 620,Electronics,212.77,726
621,Product 621,Books,361.6,323
622,Product 622,Home,221.98,529
623,Product 623,Electronics,482.38,710
624,Product 624,Home,466.68,968
625,Product 625,Books,369.84,714
626,Product 626,Home,196.43,117
627,Product 627,Electronics,176.5,114
628,Product 628,Beauty,217.36,226
629,Product 629,Electronics,253.32,924
630,Product 630,Beauty,34.39,846
631,Product 631,Beauty,49.21,128
632,Product 632,Home,307.24,989
633,Product 633,Home,412.56,772
634,Product 634,Electronics,129.28,904
635,Product 635,Home,115.79,278
636,Product 636,Home,373.56,621
637,Product 637,Home,79.91,375
638,Product 638,Beauty,11.85,301
639,Product 639,Books,30.13,438
640,Product 640,Clothing,171.97,78
641,Product 641,Books,50.49,68
642,Product 642,Clothing,87.12,324
643,Product 643,Clothing,496.7,458
644,Product 644,Beauty,261.99,784
645,Product 645,Books,190.35,836
646,Product 646,Home,397.17,619
647,Product 647,Home,469.79,122
648,Product 648,Beauty,137.98,990
649,Product 649,Electronics,294.35,745
650,Product 650,Beauty,176.47,597
651,Product 651,Books,448.18,68
652,Product 652,Electronics,153.13,572
653,Product 653,Electronics,318.75,871
654,Product 654,Clothing,299.42,715
655,Product 655,Clothing,140.93,404
656,Product 656,Electronics,12.91,48
657,Product 657,Books,343.76,480
658,Product 658,Clothing,82.81,475
659,Product 659,Clothing,263.33,670
660,Product 660,Books,440.67,232
661,Product 661,Books,490.22,926
662,Product 662,Home,129.76,351
663,Product 663,Home,89.17,957
664,Product 664,Beauty,76.55,923
665,Product 665,Home,445.57,697
666,Product 666,Beauty,138.98,438
667,Product 667,Books,14.16,610
668,Product 668,Beauty,56.76,299
669,Product 669,Electronics,471.69,371
670,Product 670,Books,479.98,704
671,Product 671,Electronics,196.83,920
672,Product 672,Clothing,361.28,218
673,Product 673,Home,81.14,737
674,Product 674,Home,26.4,793
675,Product 675,Home,161.34,81
676,Product 676,Books,51.65,193
677,Product 677,Beauty,108.98,107
678,Product 678,Books,156.52,233
679,Product 679,Home,439.36,659
680,Product 680,Electronics,491.81,27
681,Product 681,Electronics,88.72,461
682,Product 682,Electronics,248.15,824
683,Product 683,Electronics,243.05,945
684,Product 684,Home,464.53,613
685,Product 685,Beauty,221.01,683
686,Product 686,Home,194.74,238
687,Product 687,Electronics,455.74,805
688,Product 688,Beauty,241.41,461
689,Product 689,Books,168.59,897
690,Product 690,Beauty,208.83,286
691,Product 691,Clothing,401.66,678
692,Product 692,Beauty,472.26,406
693,Product 693,Books,413.92,665
694,Product 694,Electronics,280.72,103
695,Product 695,Clothing,468.81,545
696,Product 696,Books,232.68,190
697,Product 697,Clothing,151.57,965
698,Product 698,Clothing,287.38,355
699,Product 699,Beauty,360.67,551
700,Product 700,Books,397.11,695
701,Product 701,Books,331.65,638
702,Product 702,Electronics,471.95,937
703,Product 703,Electronics,469.43,453
704,Product 704,Home,408.05,274
705,Product 705,Home,407.55,511
706,Product 706,Clothing,148.65,501
707,Product 707,Clothing,214.45,337
708,Product 708,Clothing,155.94,876
709,Product 709,Home,9.18,820
710,Product 710,Books,78.47,902
711,Product 711,Home,404.86,656
712,Product 712,Books,397.23,710
713,Product 713,Electronics,169.08,495
714,Product 714,Beauty,24.92,193
715,Product 715,Electronics,168.71,883
716,Product 716,Books,246.48,612
717,Product 717,Home,188.24,205
718,Product 718,Beauty,317.87,373
719,Product 719,Clothing,312.25,862
720,Product 720,Home,5.35,603
721,Product 721,Books,307.32,410
722,Product 722,Clothing,451.96,628
723,Product 723,Clothing,353.89,203
724,Product 724,Home,441.93,292
725,Product 725,Electronics,85.83,478
726,Product 726,Beauty,211.01,202
727,Product 727,Electronics,131.1,405
728,Product 728,Beauty,405.06,866
729,Product 729,Clothing,411.85,69
730,Product 730,Books,382.59,197
731,Product 731,Books,159.01,999
732,Product 732,Books,335.01,478
733,Product 733,Books,283.35,183
734,Product 734,Home,30.88,12
735,Product 735,Electronics,424.58,874
736,Product 736,Beauty,468.03,33
737,Product 737,Books,116.13,108
738,Product 738,Beauty,458.75,500
739,Product 739,Home,485.67,455
740,Product 740,Home,481.66,401
741,Product 741,Home,268.24,472
742,Product 742,Home,314.1,853
743,Product 743,Home,202.85,92
744,Product 744,Books,376.97,620
745,Product 745,Clothing,376.39,890
746,Product 746,Home,345.75,743
747,Product 747,Electronics,233.34,404
748,Product 748,Electronics,239.58,441
749,Product 749,Clothing,401.11,82
750,Product 750,Books,23.05,131
751,Product 751,Electronics,209.67,850
752,Product 752,Books,38.03,69
753,Product 753,Home,356.55,685
754,Product 754,Home,320.33,346
755,Product 755,Beauty,459.7,866
756,Product 756,Electronics,318.53,444
757,Product 757,Electronics,73.27,364
758,Product 758,Clothing,178.23,90
759,Product 759,Home,31.09,940
760,Product 760,Beauty,217.07,864
761,Product 761,Books,42.76,495
762,Product 762,Clothing,270.66,636
763,Product 763,Books,96.93,213
764,Product 764,Books,441.22,545
765,Product 765,Beauty,335.44,570
766,Product 766,Home,292.57,596
767,Product 767,Beauty,49.15,457
768,Product 768,Beauty,194.19,353
769,Product 769,Books,319.62,146
770,Product 770,Beauty,281.29,305
771,Product 771,Electronics,213.88,621
772,Product 772,Home,331.66,31
773,Product 773,Books,246.65,605
774,Product 774,Home,388.62,19
775,Product 775,Books,30.77,632
776,Product 776,Beauty,167.69,383
777,Product 777,Electronics,427.43,264
778,Product 778,Books,386.18,32
779,Product 779,Home,61.05,746
780,Product 780,Beauty,375.56,98
781,Product 781,Beauty,40.58,60
782,Product 782,Books,299.69,154
783,Product 783,Clothing,325.49,951
784,Product 784,Home,188.8,825
785,Product 785,Home,6.93,320
786,Product 786,Beauty,153.57,210
787,Product 787,Electronics,44.19,538
788,Product 788,Clothing,251.71,773
789,Product 789,Clothing,121.9,277
790,Product 790,Books,493.51,599
791,Product 791,Electronics,384.03,508
792,Product 792,Home,217.78,47
793,Product 793,Home,214.69,440
794,Product 794,Electronics,173.76,827
795,Product 795,Books,233.19,107
796,Product 796,Electronics,258.58,822
797,Product 797,Home,315.24,731
798,Product 798,Electronics,202.08,784
799,Product 799,Beauty,453.93,340
800,Product 800,Electronics,88.8,269
801,Product 801,Electronics,237.73,141
802,Product 802,Clothing,245.94,437
803,Product 803,Beauty,238.71,252
804,Product 804,Home,402.04,668
805,Product 805,Clothing,389.53,262
806,Product 806,Beauty,60.08,714
807,Product 807,Books,30.81,391
808,Product 808,Beauty,328.54,468
809,Product 809,Home,448.84,584
810,Product 810,Home,256.48,829
811,Product 811,Clothing,73.65,514
812,Product 812,Home,393.86,570
